pair_id,Gene,DMS_dataset,CBGE_dataset,n_variants,label_concordance,mean_auroc_calm_CBGE,mean_auroc_calm_DMS,mean_auroc_combo_CBGE,mean_auroc_combo_DMS,mean_auroc_esm2_650m_CBGE,mean_auroc_esm2_650m_DMS,mean_calm_weight_CBGE,mean_calm_weight_DMS,paired_folds,delta_CBGE_minus_DMS,p_wilcoxon
TP53|dataset1982|dataset1983,TP53,dataset1982,dataset1983,1195,0.7765690376569038,0.5068716105154795,0.479100840291608,0.8477851534430062,0.8252553764356527,0.8485394226684935,0.8253481408141313,0.04,0.001,10,0.039,0.001953125
HRAS|dataset0688|dataset0691,HRAS,dataset0688,dataset0691,148,0.4864864864864865,0.5244033646322379,0.6831244778613199,0.5442097026604069,0.700692436218752,0.5349178403755869,0.6791112396375554,0.38,0.46,2,-0.08000000000000002,1.0
HRAS|dataset0685|dataset0691,HRAS,dataset0685,dataset0691,140,0.6571428571428571,0.5556409130816506,0.7639434936786926,0.5517449517120281,0.7862704286154796,0.5554214223002634,0.8209605303731113,0.1375,0.3375,2,-0.2,1.0
HRAS|dataset0686|dataset0691,HRAS,dataset0686,dataset0691,138,0.4057971014492754,0.5283808231569425,0.4962498498137691,0.48643147896879235,0.5243797308662741,0.5386702849389416,0.5304772918418839,0.41500000000000004,0.0825,2,0.3325,1.0
HRAS|dataset0687|dataset0691,HRAS,dataset0687,dataset0691,138,0.5362318840579711,0.5621136740539725,0.7112361193961364,0.49121815166591287,0.7324133609415868,0.5518242122719735,0.7138150725003441,0.4975,0.5475,2,-0.04999999999999999,1.0
PTEN|dataset1477|dataset1481,PTEN,dataset1477,dataset1481,63,0.6507936507936508,0.5192939244663382,0.583982683982684,0.5835385878489326,0.6803030303030303,0.672824302134647,0.7041125541125541,0.405,0.2925,2,0.11250000000000004,0.31731050786291415
ETS1|dataset0541|dataset0537,ETS1,dataset0541,dataset0537,59,0.6271186440677966,0.5736111111111112,0.7242063492063492,0.6135185185185185,0.892361111111111,0.6230555555555556,0.8700396825396824,0.4916666666666667,0.3983333333333334,6,0.09333333333333332,0.4375
ETS1|dataset0541|dataset0538,ETS1,dataset0541,dataset0538,59,0.6949152542372882,0.5003703703703705,0.7092592592592593,0.5811111111111111,0.9037037037037038,0.5651851851851852,0.8953703703703703,0.533,0.377,5,0.156,0.1875
GRB2|dataset0654|dataset0650,GRB2,dataset0654,dataset0650,59,0.7288135593220338,0.7866666666666666,0.8145833333333334,0.7866666666666666,0.8395833333333333,0.7074074074074074,0.8333333333333334,0.913,0.21400000000000002,5,0.6990000000000001,0.0625
ETS1|dataset0541|dataset0539,ETS1,dataset0541,dataset0539,58,0.6379310344827587,0.505925925925926,0.7111111111111111,0.6344444444444445,0.9069841269841271,0.6344444444444445,0.9117460317460319,0.02,0.315,3,-0.295,0.5
GRB2|dataset0654|dataset0652,GRB2,dataset0654,dataset0652,54,0.6481481481481481,0.7333333333333333,0.8240740740740741,0.7166666666666667,0.8981481481481483,0.7333333333333334,0.8981481481481483,0.6008333333333333,0.2191666666666667,6,0.38166666666666665,0.03125
PTEN|dataset1476|dataset1481,PTEN,dataset1476,dataset1481,51,0.6274509803921569,0.41836734693877553,0.4904761904761905,0.58843537414966,0.5357142857142857,0.58843537414966,0.5738095238095238,0.0,0.21857142857142858,7,-0.21857142857142858,0.026856695507524397
LCP1|dataset0920|dataset0918,LCP1,dataset0920,dataset0918,48,0.75,0.42631578947368426,0.8888888888888888,0.38947368421052636,0.9126984126984127,0.42105263157894735,0.8968253968253967,0.3875,0.08249999999999999,2,0.305,0.31731050786291415
VAV1|dataset2065|dataset2064,VAV1,dataset2065,dataset2064,46,0.6956521739130435,0.8100611772486772,0.9271825396825397,0.8100611772486772,0.9714285714285714,0.7282572751322751,0.9488095238095238,0.9862500000000001,0.315,4,0.6712499999999999,0.125
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,45,0.6222222222222222,0.5515873015873016,0.9861111111111112,0.5,0.9444444444444445,0.5,0.9444444444444445,0.4441666666666666,0.4458333333333333,6,-0.0016666666666666774,1.0
LCK|dataset0914|dataset0913,LCK,dataset0914,dataset0913,45,0.5333333333333333,0.4444444444444444,0.8270833333333334,0.5208333333333334,0.8877976190476191,0.5208333333333334,0.9044642857142857,0.01,0.12,2,-0.11,0.31731050786291415
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,45,0.6888888888888889,0.7912121212121214,0.9226190476190476,0.7381818181818183,0.9702380952380952,0.7524242424242424,0.9523809523809524,0.6383333333333333,0.24833333333333332,3,0.38999999999999996,0.5
LCK|dataset0914|dataset0912,LCK,dataset0914,dataset0912,43,0.5813953488372093,0.5589668615984406,0.8193681318681318,0.6028265107212476,0.8842719780219781,0.5940545808966862,0.9021291208791209,0.35,0.12,2,0.22999999999999998,0.5
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,37,0.5135135135135135,0.5061728395061729,0.7523809523809524,0.49382716049382713,0.7764880952380953,0.5555555555555555,0.9098214285714286,0.18500000000000003,0.26166666666666666,3,-0.07666666666666665,0.75
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,37,0.7027027027027027,0.7819444444444444,0.965,0.7972222222222223,1.0,0.75,0.99,0.835,0.20750000000000002,4,0.6275,0.125
FYN|dataset0631|dataset0629,FYN,dataset0631,dataset0629,33,0.6363636363636364,0.6833333333333333,0.8690476190476191,0.7166666666666666,0.9523809523809524,0.6833333333333333,0.9642857142857143,0.42000000000000004,0.21,2,0.21000000000000002,1.0
FYN|dataset0631|dataset0627,FYN,dataset0631,dataset0627,32,0.6875,0.5825757575757575,0.8644688644688644,0.6670454545454546,0.9743589743589743,0.6670454545454546,0.9743589743589743,0.0125,0.145,2,-0.13249999999999998,1.0
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,27,0.5185185185185185,0.7388888888888889,0.8227513227513228,0.6388888888888888,0.7804232804232804,0.6037037037037037,0.5740740740740741,0.6983333333333333,0.6266666666666666,3,0.07166666666666661,1.0
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,27,0.6296296296296297,0.725,0.825,0.725,0.775,0.4895833333333333,0.525,0.9575,0.605,4,0.3524999999999999,0.125
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,26,0.38461538461538464,0.7708333333333334,0.75625,0.7708333333333334,0.73125,0.53125,0.64375,0.84125,0.53625,4,0.305,0.125
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,26,0.4230769230769231,0.7222222222222222,0.71875,0.638888888888889,0.74375,0.6111111111111112,0.6375,0.70875,0.525,4,0.18375000000000002,0.25
